frame,r_hip_x,r_hip_y,r_hip_z,r_knee_x,r_knee_y,r_knee_z,r_ankle_x,r_ankle_y,r_ankle_z,r_angle,l_hip_x,l_hip_y,l_hip_z,l_knee_x,l_knee_y,l_knee_z,l_ankle_x,l_ankle_y,l_ankle_z,l_angle,r_knee_angle,r_hip_angle,r_ankle_angle,l_knee_angle,l_hip_angle,l_ankle_angle,r_thigh_length,r_calf_length,l_thigh_length,l_calf_length,hip_width,r_knee_flexion,l_knee_flexion
19,-0.09884552657604218,0.010287735611200333,-0.05319463089108467,-0.1432335078716278,0.37869715690612793,0.023630866780877113,-0.26754409074783325,0.7023562788963318,0.1916610300540924,160.54719365223286,0.09853751957416534,-0.010907383635640144,0.054468728601932526,0.27959975600242615,0.33955511450767517,0.017787618562579155,0.4380662739276886,0.6544547080993652,0.059409983456134796,167.93819162846842,160.54719365223286,165.5115929755543,165.17454333107656,167.93819162846842,157.099701202455,171.14886427299462,0.37894320375869694,0.38528234326544863,0.3961729419066575,0.35497297447397513,0.2258333433413795,133.6049513683663,124.71687222155434
20,-0.09530846029520035,0.009416780434548855,-0.059645626693964005,-0.1428617537021637,0.3758646547794342,0.0273900143802166,-0.30124586820602417,0.6977097392082214,0.18645019829273224,159.26475952037842,0.09486300498247147,-0.010032364167273045,0.060760676860809326,0.2795730531215668,0.3225966691970825,0.00815480574965477,0.41149479150772095,0.6537318825721741,0.01965075172483921,167.8427955219246,159.26475952037842,164.67921835886563,165.98936393149464,167.8427955219246,156.25725553891013,166.76853446849316,0.3796321418727967,0.392390020520946,0.3840927666538591,0.3566315064175579,0.22592284826312617,129.96217904085847,128.20184847090502
21,-0.09564568847417831,0.008827128447592258,-0.060844045132398605,-0.1459735482931137,0.3742842376232147,0.017899978905916214,-0.32421401143074036,0.6858339905738831,0.15741851925849915,157.09929467764363,0.09518994390964508,-0.009376357309520245,0.061930540949106216,0.29011669754981995,0.3074047267436981,-0.027939090505242348,0.39182350039482117,0.6470587849617004,0.0015922706807032228,156.4131778818134,157.09929467764363,164.78394938925123,165.92785404062877,156.4131778818134,151.79856679149876,166.69423132767935,0.3772166664434433,0.38509522765837206,0.3826529042832029,0.355782594153234,0.2276471051178293,129.65614504541293,128.56095890085803
22,-0.0941234678030014,0.008191121742129326,-0.06321344524621964,-0.1488008350133896,0.3719790279865265,-0.004844863899052143,-0.3487262725830078,0.6746940016746521,0.11854125559329987,153.9771063681603,0.09363363683223724,-0.008657755330204964,0.06423696875572205,0.29259392619132996,0.3050958514213562,-0.02008049190044403,0.3832681477069855,0.6472369432449341,0.021258624270558357,153.88649377788806,153.9771063681603,165.38324726590085,166.24499218675456,153.88649377788806,150.46747617142395,165.58973092062226,0.3724756992116705,0.38318490362459073,0.3809671333106982,0.3563583360712918,0.22755268187580852,129.78602538946748,129.20494093462105
23,-0.09421871602535248,0.008084897883236408,-0.06485328078269958,-0.1496223360300064,0.37067875266075134,-0.023505331948399544,-0.3519143760204315,0.669648289680481,0.09423588961362839,152.64345505298778,0.09372653067111969,-0.008498430252075195,0.06586764752864838,0.29892343282699585,0.29729974269866943,-0.022266054525971413,0.37736427783966064,0.6472949385643005,0.021833807229995728,150.61654795129516,152.64345505298778,164.67940027007958,165.81772600089994,150.61654795129516,148.5239255221653,165.31425241722644,0.36912534118486307,0.379694414976304,0.3786632285715557,0.361378473490353,0.22953514682161807,131.14822772340216,129.4403358160365
24,-0.09435456991195679,0.008048978634178638,-0.06415534764528275,-0.15681816637516022,0.36837464570999146,-0.030438877642154694,-0.35921600461006165,0.6517348885536194,0.10308936983346939,150.53308057737652,0.09384958446025848,-0.0084366574883461,0.06519698351621628,0.3026120364665985,0.29194942116737366,-0.02266964502632618,0.37182214856147766,0.6425994634628296,0.0358203686773777,147.28609367977094,150.53308057737652,163.00627564296482,164.92154101705378,147.28609367977094,146.66759722726874,165.4696906472523,0.36725071488864286,0.37294464069144717,0.37621018331418515,0.3621692608174391,0.22896420134649662,128.30144846331112,128.49310097020447
25,-0.09454838931560516,0.007945086807012558,-0.06438054889440536,-0.15852764248847961,0.36611226201057434,-0.04291309043765068,-0.3635037839412689,0.6502658128738403,0.08274701237678528,150.0831228528557,0.09405310451984406,-0.00828555878251791,0.06541476398706436,0.30623915791511536,0.2911289632320404,-0.0057385764084756374,0.3651650846004486,0.6429258584976196,0.07226254791021347,145.35393343194033,150.0831228528557,161.79790412660827,165.09287266027326,145.35393343194033,146.330103257637,163.8482433297228,0.36446937045854777,0.3722216012974142,0.3738111489751355,0.36512668452087393,0.2295229412917466,129.09425340355992,127.69401648743327
26,-0.09470529109239578,0.00795366894453764,-0.0643320232629776,-0.15868790447711945,0.3648020327091217,-0.04047020524740219,-0.3653491139411926,0.650482177734375,0.08634986728429794,150.24732626714194,0.09421597421169281,-0.008281214162707329,0.06536667793989182,0.3066478967666626,0.28922906517982483,-0.006701285019516945,0.3567787706851959,0.6431475281715393,0.07077345997095108,144.07683276874943,150.24732626714194,161.84632574086405,165.1450427210709,144.07683276874943,145.73471886167067,163.98340552983814,0.36332343152624824,0.37470699427118914,0.3726036490964506,0.3657508975759205,0.22973151505031897,128.8436845321786,128.36982454660563
27,-0.09466522932052612,0.007935593836009502,-0.06515106558799744,-0.15683214366436005,0.35995206236839294,-0.08766129612922668,-0.37983736395835876,0.6454165577888489,-0.011789131909608841,148.18435468924756,0.09419245272874832,-0.008243103511631489,0.06617836654186249,0.30544987320899963,0.2908836901187897,0.02150515280663967,0.34342166781425476,0.6473485231399536,0.09963724762201309,145.2089922142074,148.18435468924756,157.05824408068693,168.41955067249143,145.2089922142074,146.4962915559823,162.66069115195276,0.3581717881632547,0.37010524412307244,0.3689203605129692,0.3668973406916279,0.23060007385177242,129.83369292121338,130.47970382263367
28,-0.09470456093549728,0.007954377681016922,-0.06584220379590988,-0.157333642244339,0.35546231269836426,-0.09983357787132263,-0.3997097909450531,0.638667106628418,-0.03256670758128166,145.9332593316163,0.0942324623465538,-0.008243048563599586,0.06685754656791687,0.30320852994918823,0.291183739900589,0.04656060039997101,0.33518165349960327,0.6488244533538818,0.13089370727539062,146.17662418757547,145.9332593316163,154.63861019738002,169.30364115479762,146.17662418757547,146.87756948461697,161.05861073951314,0.35473874927493476,0.37878223902734937,0.3657039301188644,0.36883767901911996,0.23144930142528847,126.80076801066835,130.80773881205764
29,-0.09477365761995316,0.008667372167110443,-0.06571934372186661,-0.16582533717155457,0.35531747341156006,-0.08752188831567764,-0.4042704403400421,0.63899165391922,-0.0015912139788269997,147.2317323815586,0.0943039134144783,-0.008891081437468529,0.06673657894134521,0.29892635345458984,0.2893035411834717,0.037472061812877655,0.33233559131622314,0.646012008190155,0.12681585550308228,145.63602848330288,147.2317323815586,152.11054971329193,167.8789174256829,145.63602848330288,146.66341368898318,160.77738463381053,0.35452783361910495,0.3804092384573605,0.3628316247114856,0.36924168383284023,0.23152364589783778,126.11886720453757,130.29977666896892
30,-0.09435389190912247,0.009634017944335938,-0.06782356649637222,-0.16552716493606567,0.3557465672492981,-0.08417323231697083,-0.4156871736049652,0.6359209418296814,0.0032336085569113493,146.19255167723162,0.0938526913523674,-0.00980015192180872,0.06885863095521927,0.29589539766311646,0.28031715750694275,0.03947148472070694,0.33354493975639343,0.6381787657737732,0.12969964742660522,145.74403071963567,146.19255167723162,152.09593749374608,168.13815503116857,145.74403071963567,146.11464343759602,160.60833498092762,0.35373272841538556,0.38563929511952616,0.3547575408181736,0.3709764683055219,0.23341257044458022,124.68107460436164,129.58375423589345
31,-0.09427289664745331,0.01037990115582943,-0.06835636496543884,-0.16505499184131622,0.35595208406448364,-0.07931803166866302,-0.4184654951095581,0.6295338869094849,0.014300744980573654,145.22237116251122,0.0937546119093895,-0.010515310801565647,0.06945127248764038,0.29032909870147705,0.267840713262558,0.013426174409687519,0.33501818776130676,0.6301902532577515,0.08495897799730301,145.30756286661284,145.22237116251122,153.44853955791186,167.71410295709666,145.30756286661284,144.65255575841954,161.3300485575724,0.35291698278376743,0.3844845398138713,0.34534391062389364,0.3720366189030726,0.23405533276820972,123.65171764291438,130.60580521986904
32,-0.09419438987970352,0.010849484242498875,-0.06944763660430908,-0.17142531275749207,0.35626763105392456,-0.068055160343647,-0.43237268924713135,0.6180654168128967,0.06263373792171478,142.9578637451459,0.0936797708272934,-0.010989140719175339,0.07066432386636734,0.2815335690975189,0.2607567608356476,0.00661428552120924,0.326291561126709,0.6209852695465088,0.0829545333981514,144.33274236668765,142.9578637451459,155.26260957734843,167.28828346413852,144.33274236668765,145.90746309019124,161.44843438345237,0.35394950287481836,0.3920602020799106,0.3365074916675858,0.3709389299931311,0.23538264011713259,119.28820658929253,130.05500704560683
33,-0.0921034961938858,0.010272571817040443,-0.07569322735071182,-0.1723352074623108,0.35638800263404846,-0.06902972608804703,-0.43528062105178833,0.6152468919754028,0.04268626123666763,144.4307569895741,0.0916239470243454,-0.01042820606380701,0.07706854492425919,0.2835719585418701,0.25516754388809204,0.013707903213799,0.32921716570854187,0.6193856000900269,0.08287351578474045,144.19850782510542,144.4307569895741,159.08485300459452,168.73256366462456,144.19850782510542,146.31934382964084,162.47151865724254,0.3553553449601969,0.38552389931457787,0.33376595457896063,0.37352665147632735,0.23983422329803278,119.08436155960251,129.90834651246578
34,-0.0817730724811554,0.010027379728853703,-0.08469384163618088,-0.16423532366752625,0.3557392358779907,-0.0697915107011795,-0.4499932527542114,0.6122047305107117,0.02779320254921913,143.7709140189127,0.08135753124952316,-0.010201724246144295,0.08606856316328049,0.2753404974937439,0.2577199637889862,0.152089923620224,0.32949596643447876,0.6271592378616333,0.23768143355846405,153.01000948824705,143.7709140189127,162.35214028981378,170.328455280467,153.01000948824705,144.15738399126354,162.94527348528584,0.3557229115759934,0.39617536550532734,0.3372984467042295,0.38307192355616876,0.23702449116929258,116.71700059667316,127.2591798059854
35,-0.06554798036813736,0.00895694363862276,-0.09129799157381058,-0.1518956571817398,0.353801429271698,-0.0650843009352684,-0.44267016649246216,0.6150656342506409,0.030328111723065376,145.14772285773134,0.06526925414800644,-0.009166308678686619,0.09233851730823517,0.25708839297294617,0.27002716064453125,0.17797189950942993,0.3245053291320801,0.6351979970932007,0.2394985556602478,156.01077302250116,145.14772285773134,163.44225585897416,170.32715529708597,156.01077302250116,145.75592650466731,164.07704417410622,0.3564558852642775,0.402383310485729,0.3493946929755688,0.37640445333551326,0.2261945368822914,115.82380075391482,129.00884507812026
36,-0.054760366678237915,0.0070841070264577866,-0.09440746903419495,-0.16379278898239136,0.34884610772132874,-0.06266254186630249,-0.4519186317920685,0.6149330735206604,0.02740076184272766,149.7697895796177,0.054561637341976166,-0.007382682990282774,0.09541559964418411,0.24812354147434235,0.2719428837299347,0.16089336574077606,0.3046676814556122,0.6384841203689575,0.21454651653766632,154.27934581022222,149.7697895796177,162.8071401684995,169.5575524353366,154.27934581022222,149.31901618476303,164.53354703340872,0.3601348006418805,0.4024054837325983,0.346087157819989,0.37473774631536577,0.21952992046384198,113.01404917713622,131.8074916375262
37,-0.04933445528149605,0.003239153418689966,-0.09600856900215149,-0.1635557860136032,0.34547150135040283,-0.06485811620950699,-0.46053287386894226,0.6121060848236084,0.021425645798444748,149.84591138551372,0.04901907965540886,-0.0035774174612015486,0.09712360054254532,0.25205913186073303,0.27477288246154785,0.1553235948085785,0.3018253445625305,0.6387130618095398,0.23750412464141846,152.0580247680977,149.84591138551372,164.766252817644,172.02511542227612,152.0580247680977,150.23949071832345,164.96661565500955,0.362132355740623,0.4083310904170933,0.3494157861333566,0.3764077171819613,0.21684076735288288,111.68437830887018,128.02026257225438
38,-0.04974969103932381,0.0027660527266561985,-0.09717828780412674,-0.16353613138198853,0.3441818356513977,-0.06483177095651627,-0.4725984036922455,0.60447758436203,0.023148713633418083,148.1187652424211,0.04937896504998207,-0.003124678274616599,0.0983421802520752,0.25460851192474365,0.2750343680381775,0.18951337039470673,0.30261632800102234,0.6378801465034485,0.30404624342918396,152.1502601166383,148.1187652424211,164.81278583946448,171.91115732031,152.1502601166383,146.85476319343238,163.75866670019624,0.3613286426345713,0.4135383061230093,0.35749658441457444,0.38350956749475495,0.2192930564306985,109.898109078538,122.19056234358005
39,-0.04971932992339134,0.00202968530356884,-0.09817469120025635,-0.16354887187480927,0.3427250385284424,-0.06588627398014069,-0.479175865650177,0.5996034145355225,0.024424003437161446,147.19350613731206,0.04936252534389496,-0.002394205192103982,0.09937654435634613,0.2582588195800781,0.27192720770835876,0.195920929312706,0.3048635423183441,0.6310815811157227,0.31518787145614624,151.31507788471748,147.19350613731206,164.5706306484513,171.80719886633443,151.31507788471748,146.47526114325652,163.33246065535815,0.3606563880156169,0.4168487081267026,0.35806524208294493,0.38129839706900626,0.22105039135967486,108.89029449724093,120.38412702299686
40,-0.04999706521630287,0.0021832846105098724,-0.09785845875740051,-0.1641257107257843,0.34046703577041626,-0.06412796676158905,-0.4802640974521637,0.590010404586792,0.035750821232795715,146.34510419364474,0.04961206018924713,-0.0025500969495624304,0.09903566539287567,0.2659536302089691,0.2619464695453644,0.20271475613117218,0.3024021089076996,0.6255489587783813,0.32970118522644043,148.0554834263792,146.34510419364474,163.58021620279655,171.7880391170158,148.0554834263792,143.9611001610844,163.58912712759644,0.35860701347704543,0.4149592085656261,0.357087471724399,0.3868602007835203,0.2207072243719181,107.5859531237706,117.82302277822353
41,-0.048270098865032196,0.002225808333605528,-0.0979275107383728,-0.16496525704860687,0.337344229221344,-0.06393389403820038,-0.482174813747406,0.5815735459327698,0.03288264945149422,146.30078576655245,0.047990020364522934,-0.002588058589026332,0.09919289499521255,0.27179110050201416,0.2496882826089859,0.1932828426361084,0.3010568916797638,0.608170747756958,0.3139805495738983,144.65141850413676,146.30078576655245,164.68919967247345,172.1224067899362,144.65141850413676,143.71018657193898,162.97136874201766,0.35647956735013464,0.4118777793176885,0.35011882846546566,0.37938647947952403,0.21942114352406947,106.43225451437289,116.99094800138108
42,-0.046810366213321686,0.0019517111359164119,-0.09807328879833221,-0.16653773188591003,0.3355976641178131,-0.07094953954219818,-0.4896417558193207,0.5795542001724243,0.0018246222753077745,146.57534826855866,0.04658002778887749,-0.002304765395820141,0.09940007328987122,0.2715833783149719,0.2459825724363327,0.18369700014591217,0.2980376183986664,0.6006497740745544,0.29472142457962036,143.41738097357407,146.57534826855866,164.08557501983006,173.32143686377526,143.41738097357407,144.25870987988563,162.64406805443514,0.3555136590987825,0.41134788244740894,0.3455127808824427,0.37257894942834463,0.21848480958357247,106.17431606525847,118.1011150470089
43,-0.04230450093746185,0.0014443745603784919,-0.09893595427274704,-0.15948186814785004,0.33599331974983215,-0.08267613500356674,-0.4878195524215698,0.5777934193611145,-0.03358258679509163,145.53994196538932,0.04217112809419632,-0.001794452895410359,0.1003507450222969,0.26710328459739685,0.24642318487167358,0.18479658663272858,0.2992822527885437,0.5947908759117126,0.2950148582458496,144.38935685754836,145.53994196538932,164.06545411594945,175.17212436505645,144.38935685754836,146.02154284805954,163.9656527738585,0.3548491423639074,0.4107104814366841,0.34545270427823505,0.36680185598194387,0.21647588877169663,106.59317200299711,117.69119174295922
44,-0.04047532379627228,0.0012419342529028654,-0.09901372343301773,-0.15660734474658966,0.3362869620323181,-0.08135376870632172,-0.48440006375312805,0.5782874822616577,-0.02529226243495941,145.35969478761123,0.040392275899648666,-0.0015824317233636975,0.10046960413455963,0.2649623155593872,0.2476164698600769,0.18468977510929108,0.29935094714164734,0.5973033905029297,0.2970530390739441,144.85189043204224,145.35969478761123,164.8445724585958,175.01097367174643,144.85189043204224,146.7502184353024,163.92216358176762,0.3550404074618311,0.41128482941920486,0.3458682299115992,0.3689024580286387,0.21526993218092716,106.72286947211039,117.5216540878707
45,-0.041458867490291595,0.001782086445018649,-0.09897031635046005,-0.15574559569358826,0.3362261652946472,-0.07708069682121277,-0.4826686382293701,0.5777357220649719,-0.008763342164456844,145.05193391368542,0.0413447767496109,-0.002096950076520443,0.10042072832584381,0.27412423491477966,0.24892914295196533,0.18335315585136414,0.2961903512477875,0.5981370210647583,0.299091637134552,142.0683875499587,145.05193391368542,163.7227677693759,174.74044031371653,142.0683875499587,145.98587189192773,163.539589766815,0.35410938079091603,0.41215628431403095,0.3522473038365109,0.3685491170465613,0.2159358217639018,106.68673137914313,116.80572666225027
